,steamid,name,kdr,accuracy,htk,shotsfired
1427,76561197965635338,vuu,1.1,17,3.0,809159
1428,76561197968036420,b3,0.7,17,3.4,1937281
1429,76561197975711709,JinxSwe IDDQD,1.0,17,3.9,566488
1430,76561197980965810,khrystal,1.2,16,2.6,2835861
1431,76561197986949607,Tropic,1.0,17,3.6,1021682
1432,76561197989286920,Frenzy,1.5,18,2.2,715025
1433,76561197989389435,Aegatron,1.1,17,3.0,3287404
1434,76561197990073566,DentaN,1.3,17,3.9,721360
1435,76561197992600638,Quak3n =GB/S=,1.7,17,3.6,2025320
1436,76561197993342186,dZ * AOC Gaming,1.2,18,2.9,3814241
1437,76561197995923846,Nalyx,0.8,14,3.6,5760098
1438,76561197998191527,kqlle,0.9,16,3.5,1089029
1439,76561197999759441,Pottish,0.8,13,3.6,947548
1440,76561198002262777,D4nn3,1.3,15,3.3,1029965
1441,76561198007600286,FREDTARD,1.0,15,3.0,1702384
1442,76561198008267564,eFUKT,0.5,17,4.5,610920
1443,76561198012326665,Pinqu,1.3,20,2.7,1907447
1444,76561198015575406,SM0003,0.7,15,3.7,285312
1445,76561198017578295,pyth =DD,1.2,15,2.7,7914056
1446,76561198020121192,EngluuuuunD,1.6,16,3.0,2343857
1447,76561198021460562,Tussiunttan,1.3,17,3.1,1916679
1448,76561198025512818,Mod,1.1,15,3.3,2408811
1449,76561198031783564,robbonn,0.9,18,4.1,708606
1450,76561198032893528,PHYRN_-,1.3,18,3.7,4694517
1451,76561198045249665,huet,0.9,15,4.3,350026
1452,76561198061738389,Styxa,1.3,15,3.1,1081827
1453,76561198065718201,zidzis,1.1,15,3.7,1040215
1454,76561198069440940,JAEGARN,1.1,17,3.1,2110675
1455,76561198071456193,NANa,0.8,19,3.1,746418
1456,76561198077073279,Rambolina,0.9,17,3.4,4256470
1457,76561198082618269,ph13t0n,0.7,18,4.7,993885
1458,76561198087985508,")""",1.5,18,2.7,2719200
1459,76561198097315256,Shufflin,0.8,14,3.9,518333
1460,76561198115898500,sUPER,0.7,18,3.4,2073599
1461,76561198119859014,iZPEN,0.9,17,3.0,3652955
1462,76561198135006282,GRIPEN,1.3,15,2.7,2900689
1463,76561198150533042,gh,1.2,18,3.3,1266807
1464,76561198157537025,miellarino,0.8,16,4.3,162800
1465,76561198158580452,Men0xx,1.3,18,3.0,1272820
1466,76561198159492506,SoneZ,1.1,17,4.3,195885
1467,76561198166648864,MERW3N,0.7,13,3.3,472778
1468,76561198241202862,E m z i a,0.3,15,5.8,2259
1469,76561198817887027,Bato,1.0,17,2.2,388469
1470,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1471,76561197986342189,null,1.6,16,2.8,12668
1472,76561197989670494,pupperdoggo,0.6,15,4.1,201330
1473,76561197991923705,Ogurkowsky,1.4,14,3.5,770431
1474,76561197992789914,TheKeymaster,1.6,15,3.1,1049646
1475,76561197999447906,Kait0o,1.0,15,4.0,648964
1476,76561198001810517,ChapEy3,0.8,19,2.9,289722
1477,76561198002389577,kib,1.1,20,3.4,370063
1478,76561198002506370,Grekki,1.0,15,4.0,390783
1479,76561198008208017,Canibal,1.2,15,3.6,1314621
1480,76561198011866177,"Yuri ""Burlak"" Gorky",1.0,17,3.5,281752
1481,76561198019567736,Ater,1.2,17,3.3,1255656
1482,76561198020914917,Berkel,2.2,19,2.0,711236
1483,76561198026491425,Kapucyn,1.0,17,2.8,1544205
1484,76561198034771318,Big Black Clock,0.9,15,4.2,907854
1485,76561198046798248,ziomq,1.0,17,4.2,5368447
1486,76561198057550760,Mansa Musa,1.1,17,3.3,2439055
1487,76561198065535202,Krystian,1.1,16,2.8,1263175
1488,76561198079755339,B A R T M A N,0.8,16,4.0,1202882
1489,76561198189458437,Kuba Glazurnik,1.1,16,3.5,879801
1490,76561198799905218,EjaN,1.5,15,2.3,219437
1491,76561197960447193,weber,1.2,14,2.7,3170844
1492,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1493,76561197960755686,twirl - HLTV.org,1.3,17,2.8,3080484
1494,76561197960800617,Spaghettification,1.3,18,2.9,5774525
1495,76561197960843401,Jet Pack <3 -M-,0.9,15,3.8,2635383
1496,76561197961081747,banciS,1.0,16,3.6,2132351
1497,76561197961358863,Goblin,1.2,15,3.0,5400213
1498,76561197961897783,KODIAK,1.1,17,3.5,2352293
1499,76561197962630083,s4nj1ca,1.0,17,3.0,1516883
1500,76561197962788615,rchl,1.2,20,3.2,2968600
1501,76561197963915393,djR=),1.1,17,3.1,4543413
1502,76561197964064229,blu or blu,1.3,17,3.1,5390552
1503,76561197965743043,blackpoisoN,1.5,19,2.7,5334892
1504,76561197967471110,XanTz,1.0,15,3.0,2116322
1505,76561197970141954,BERRY * NOCCO,0.9,17,3.4,8057592
1506,76561197972279796,Hammond,1.1,16,3.2,4289935
1507,76561197972509665,NyX',1.2,18,3.5,4843496
1508,76561197972971414,HUNDEN 2-1,0.9,17,4.0,9188547
1509,76561197972985852,CeKTaHT,0.9,20,3.5,8237805
1510,76561197973392984,crisby,1.0,17,3.2,6053905
1511,76561197975338918,nicilicious,0.9,15,3.1,3402983
1512,76561197976354968,DARTH_WEEDER,1.4,18,3.0,1490410
1513,76561197977659430,saveeey,1.1,18,3.0,6272761
1514,76561197979084089,rommi,1.0,22,4.7,10890813
1515,76561197979669175,thomas toG,1.3,17,2.7,3699734
1516,76561197979887383,slap,1.2,18,2.7,4403963
1517,76561197980857397,ekserxd,1.1,17,3.2,4271282
1518,76561197981355847,BTN,1.2,15,3.0,5118113
1519,76561197981369695,DEXI THE SLUMP GOD,0.9,17,3.5,3027613
1520,76561197983581393,Celebrations,1.0,14,3.1,3892393
1521,76561197983969067,Zsokker^,1.2,14,3.3,1531950
1522,76561197984720351,archi,0.9,17,3.4,8948888
1523,76561197986799827,ne,1.0,17,3.6,11700637
1524,76561197987051737,DEv[L],1.9,20,2.4,4069986
1525,76561197988539104,chrisJ,0.9,18,2.7,7035262
1526,76561197988602311,t3h,1.1,18,3.0,15386124
1527,76561197989304597,superman cs.money,1.2,18,2.9,512602
1528,76561197989604320,DeadFox,1.2,21,3.4,8172686
1529,76561197989620454,minise^,1.1,15,2.6,7392480
1530,76561197991812158,makkeP =DD,1.1,15,3.1,4966621
1531,76561197993450024,MaTaFe,0.9,17,3.4,6324982
1532,76561197993899379,Flip1,1.2,18,3.0,5309389
1533,76561197994016661,benq1aw,0.9,16,3.5,3591721
1534,76561197994600907,DARVEX,0.5,19,4.0,9548785
1535,76561197995658520,The Divine Master Of The Unknown,1.1,18,2.9,8522519
1536,76561197995898576,svyat,1.5,17,2.7,4405107
1537,76561197996436741,SEMINTE__,1.1,19,3.6,6544001
1538,76561197996744202,kato p,1.0,18,3.5,9700416
1539,76561197996997916,WorldEdit,1.1,19,2.7,5466148
1540,76561197997890176,.Welushkaa!,1.0,20,3.2,2533403
1541,76561197997935311,ant1ka,1.0,18,2.7,3777718
1542,76561197999388320,NeiL_M [7],0.8,15,3.5,1757098
1543,76561198000441977,proutounz,1.7,19,2.9,1984985
1544,76561198001496120,anniken,0.7,15,3.8,3616881
1545,76561198001557762,robiin),0.9,17,3.2,926625
1546,76561198001596252,IncogNa2,1.2,19,2.5,4384482
1547,76561198001694432,LoCo-,1.0,16,3.2,5676523
1548,76561198002066026,EnzoPoz,1.1,16,3.6,3053977
1549,76561198002708642,jod,1.3,15,2.8,7919728
1550,76561198003963074,lamp,1.0,18,3.3,6104831
1551,76561198004152811,dav1nh0z,1.0,17,3.7,6566043
1552,76561198005596755,fREDI,1.5,15,2.7,6161206
1553,76561198007184371,me gucci me gang,1.6,19,3.1,18587078
1554,76561198007542410,NG2FGYi,1.2,18,2.8,4718527
1555,76561198007789991,Wolfy,0.9,16,3.2,4962742
1556,76561198011070906,chabS,1.0,16,3.2,3646949
1557,76561198012299323,SKYTTEN,1.5,17,2.8,12796552
1558,76561198014204855,xoinzhoo,1.2,17,2.6,8462577
1559,76561198014856859,fuRy^,0.9,17,3.7,2358822
1560,76561198016219606,KubiK,1.1,18,3.2,7439931
1561,76561198017015164,AcilioN,1.0,22,3.8,226797
1562,76561198017578295,pyth =DD,1.2,15,2.7,7914056
1563,76561198018008308,AWPimp - Twitch.tv/PimpCSGO,1.3,19,3.2,8759283
1564,76561198019952462,Genderfield V,0.9,19,3.5,442217
1565,76561198020539756,larsen,1.2,17,2.6,7556580
1566,76561198023681629,Joanamazing V,1.0,17,3.2,2815198
1567,76561198024210626,enzitoOoOoOoOo,0.8,15,3.3,1004852
1568,76561198026045039,the NUMBER of the beast,0.8,17,3.6,6554109
1569,76561198027648194,kory,1.2,15,2.9,4681001
1570,76561198029617021,IIIIIIIIIIII,1.2,18,3.0,1472553
1571,76561198029683049,buue,0.9,18,3.8,12270152
1572,76561198030323900,pNshr-YNWA-,1.0,18,3.9,9475875
1573,76561198030368806,stavie/10/,1.2,17,3.7,7816521
1574,76561198031099139,- vlD.,1.3,21,3.1,643867
1575,76561198031549376,rezex,1.3,19,3.2,3954879
1576,76561198032145518,ebayom,0.9,16,3.7,8948252
1577,76561198033141686,aurorayaaay,0.7,16,3.6,4107243
1578,76561198033253133,d3k1,1.0,16,2.8,3919447
1579,76561198035433203,twitch.tv/dFxCSGO,1.2,19,2.5,3178948
1580,76561198035771282,Tigene,0.6,16,3.2,7964587
1581,76561198036267633,Etherfast,1.5,17,3.0,3199880
1582,76561198037778211,MAD MaseN1,0.8,15,3.8,2150087
1583,76561198041416993,dychakoko22 cs.money,1.5,17,2.8,6641869
1584,76561198043130421,Axolotl,1.0,20,3.3,7816914
1585,76561198043917391,s$an)),1.1,16,3.1,4443631
1586,76561198044112464,ZeroEmpires,1.0,17,3.6,885156
1587,76561198044264012,Carcass,1.0,20,3.2,323859
1588,76561198045426239,danceyz:],1.0,18,3.2,3797255
1589,76561198055604641,666666,1.0,18,2.9,4934942
1590,76561198056206009,Aaron,1.2,17,2.8,2971888
1591,76561198060912946,Lili,1.2,18,3.4,959332
1592,76561198062114681,Blytz,1.3,18,3.0,3126808
1593,76561198064403459,zk',1.8,15,2.7,1615663
1594,76561198064877917,COSMEEEN;'[;'./,1.3,19,3.7,6713739
1595,76561198065782028,$$Xe,1.3,17,3.1,4442441
1596,76561198065922516,rud111 ;>,1.1,16,2.8,1781926
1597,76561198069763254,spaze ;D,1.0,17,3.4,11966103
1598,76561198071466122,X,1.6,17,2.7,8002166
1599,76561198073090527,Missa^R,1.2,17,2.8,4998468
1600,76561198075036240,fors3y,0.9,17,4.1,2892889
1601,76561198075173188,bodito =DD,1.0,18,3.3,8926088
1602,76561198075489161,El Principal,1.0,17,2.9,3543058
1603,76561198076388653,Impulse[:,1.0,18,3.0,4688391
1604,76561198077073279,Rambolina,0.9,17,3.4,4256470
1605,76561198081054227,SHIFTZZZ\.:,1.0,18,4.1,5704077
1606,76561198083485506,woxic,1.1,16,2.7,4253281
1607,76561198107154909,twitch.tv/sawlties,1.4,18,1.3,3696618
1608,76561198110101553,sh1zeN,1.1,16,2.4,3757934
1609,76561198114524808,living legend,1.1,16,3.4,7788770
1610,76561198116380584,ALE,0.8,15,3.6,1669591
1611,76561198116987933,K1CK BHX,1.0,15,3.3,3521068
1612,76561198117653526,DEV7L,1.2,19,2.1,6249387
1613,76561198119098292,CRUC1AL,1.2,18,2.5,3344340
1614,76561198119125949,marcelious,1.4,19,2.6,2519008
1615,76561198119398253,pauLo,1.6,17,2.6,2626494
1616,76561198119648519,kolor,0.8,26,3.0,1232306
1617,76561198131369187,Bubzkji,1.1,17,3.1,5496881
1618,76561198136065490,tigris,1.0,18,3.5,2977267
1619,76561198141288112,gejmzilla,1.0,16,3.1,10130365
1620,76561198142909865,22KiwiiSAVAGE'#GettingBACKtoCS,1.5,17,2.8,2188815
1621,76561198144245969,mirbit,1.1,17,3.0,5294400
1622,76561198144761294,Vargenkanske,1.0,16,3.2,623676
1623,76561198145381812,Camper>#,1.0,18,3.1,4996237
1624,76561198152131435,markk,1.1,18,3.7,6792939
1625,76561198156353883,CeRq,0.9,22,2.5,4386574
1626,76561198164402219,High-end,1.0,17,3.4,5936177
1627,76561198165452027,maden travelsites.com,1.1,16,2.8,4237180
1628,76561198165772301,lainJ,1.3,18,2.9,4832138
1629,76561198169284453,Gathos,0.8,16,3.9,620804
1630,76561198170054629,elossa,1.0,17,3.4,7906696
1631,76561198170183706,Twiksar,1.1,18,3.5,4309813
1632,76561198173708786,er9ko,1.1,17,3.0,3546910
1633,76561198175622987,Manito,1.1,18,4.1,289328
1634,76561198193519828,htmL,1.0,17,2.8,3264977
1635,76561198215214621,shipz[:> VBet.com,0.9,21,3.2,261405
1636,76561198222442504,nzero,1.0,20,3.6,6649311
1637,76561198251424684,Mike Hockertz,0.8,16,3.0,598934
1638,76561198273476231,bEz3z =),1.1,17,2.8,1889141
1639,76561198273477997,HAWI,0.9,13,3.0,649044
1640,76561198276534844,b0den 7.0,1.2,18,1.6,2678201
1641,76561198283452667,jordaN,1.1,17,2.8,1530801
1642,76561198301809044,-lemon-,1.0,19,3.9,7319884
1643,76561198355739212,torzsi,1.2,17,2.8,3260417
1644,76561198401311502,flixje,0.8,16,3.0,888555
1645,76561198806586630,KK,3.0,24,3.4,505507
1646,76561198810678702,Sliwd,1.7,20,3.1,71098
1647,76561198870011657,spoonlae moonlae,1.3,15,2.7,27256
1648,76561198885806534,Acus64,1.0,20,3.0,182412
1649,76561197960286503,FlipAIM,1.3,17,2.8,3385332
1650,76561197960301489,Maniac,1.2,19,3.3,9020754
1651,76561197960393145,LOLO,0.8,15,3.3,2432127
1652,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1653,76561197961159480,destri,1.2,16,3.3,2771253
1654,76561197961251805,PepiNaz0,1.1,16,3.3,1102735
1655,76561197961325912,diNkK[K*MTZ],1.3,16,3.1,2796305
1656,76561197961358863,Goblin,1.2,15,3.0,5400213
1657,76561197961395148,Valro[S],1.0,17,3.1,6541286
1658,76561197963459206,donQ,1.4,15,2.5,6298644
1659,76561197963490133,recki,0.8,15,2.9,5612925
1660,76561197963682761,HS,1.1,15,3.1,6140202
1661,76561197965743043,blackpoisoN,1.5,19,2.7,5334892
1662,76561197971316261,horvYW0w,1.2,18,3.1,5492203
1663,76561197972242917,JACKZ,1.3,17,2.8,7201589
1664,76561197973392984,crisby,1.0,17,3.2,6053905
1665,76561197977234684,dipparn,1.1,16,3.0,6131774
1666,76561197978153090,subz3ro,1.1,16,3.2,4361856
1667,76561197978320947,TrG!!,1.1,18,3.7,861568
1668,76561197979015013,SAMMY,0.9,21,2.4,508776
1669,76561197981355847,BTN,1.2,15,3.0,5118113
1670,76561197982550813,torpe,1.2,18,3.2,5300482
1671,76561197983031494,felps,1.3,17,3.6,10365908
1672,76561197987086977,EnemyOfWonkru,1.2,14,2.7,1588500
1673,76561197987399841,glace,1.1,19,3.3,3814760
1674,76561197988539104,chrisJ,0.9,18,2.7,7035262
1675,76561197989620454,minise^,1.1,15,2.6,7392480
1676,76561197989788458,seb-,1.5,20,3.7,894888
1677,76561197989943405,lafras,1.0,17,2.9,1026558
1678,76561197993899379,Flip1,1.2,18,3.0,5309389
1679,76561197993995860,flasha,0.9,18,3.6,6550749
1680,76561197995031909,kALIMIST,1.0,18,3.2,1676963
1681,76561197995700841,Trianalolo,1.1,15,3.5,2269949
1682,76561197995955938,JACKW,1.0,15,3.0,7103602
1683,76561197997336910,valoukoko,1.3,17,2.8,13646243
1684,76561197999141081,outremer,1.0,16,3.8,785369
1685,76561198001108648,Barbara [K],1.4,20,3.1,2330883
1686,76561198001270892,jOELZ-TNT-,1.5,16,2.7,7174465
1687,76561198001596252,IncogNa2,1.2,19,2.5,4384482
1688,76561198012299323,SKYTTEN,1.5,17,2.8,12796552
1689,76561198012944495,omae wa mou shindeiru,1.2,17,2.6,5160259
1690,76561198014288063,rAsti -E-,1.0,16,3.6,1147597
1691,76561198016432560,mantuu,1.0,19,3.2,6224800
1692,76561198016936033,Copper19,1.2,14,2.8,8922848
1693,76561198017015164,AcilioN,1.0,22,3.8,226797
1694,76561198017578295,pyth =DD,1.2,15,2.7,7914056
1695,76561198018393639,DeathZzaky,1.3,20,3.5,10343610
1696,76561198018474860,maRky,1.2,16,2.8,8328101
1697,76561198021143512,India,0.9,15,3.9,471153
1698,76561198021526085,ISKOW,1.1,15,2.7,5396446
1699,76561198021935965,Black,0.9,18,3.3,1632429
1700,76561198030323900,pNshr-YNWA-,1.0,18,3.9,9475875
1701,76561198031549376,rezex,1.3,19,3.2,3954879
1702,76561198032962730,TheClaraNN,1.2,22,2.0,5249609
1703,76561198034741843,XtreeMuk0,1.1,16,3.0,4150662
1704,76561198037778211,MAD MaseN1,0.8,15,3.8,2150087
1705,76561198037812456,ddddddddddd,1.1,14,2.6,8716716
1706,76561198047057351,Adrig6,0.8,17,3.6,1366947
1707,76561198047358032,MackDaddy,1.3,17,3.2,4093017
1708,76561198055604641,666666,1.0,18,2.9,4934942
1709,76561198062593234,KnyCat,1.0,16,3.8,2382652
1710,76561198067348168,imoRR,1.0,15,3.0,4685450
1711,76561198069661897,TiburoN,1.2,16,3.2,3857484
1712,76561198071132023,Nmt,1.2,16,3.1,7883827
1713,76561198071466122,X,1.6,17,2.7,8002166
1714,76561198072187440,Bady-,0.9,15,3.1,1253957
1715,76561198073090527,Missa^R,1.2,17,2.8,4998468
1716,76561198073932266,Obi,1.0,16,3.6,2314148
1717,76561198074937418,Used to be good at this,1.0,15,2.4,2274166
1718,76561198076388653,Impulse[:,1.0,18,3.0,4688391
1719,76561198086945950,hampu:s,1.2,18,3.1,5206571
1720,76561198100577257,mAKETANKKKKK,1.0,15,3.3,3011230
1721,76561198119098292,CRUC1AL,1.2,18,2.5,3344340
1722,76561198119648519,kolor,0.8,26,3.0,1232306
1723,76561198123969379,nemaNt csgoatse.com,1.2,18,3.2,3058101
1724,76561198139195220,Xeon,1.2,19,2.8,5002695
1725,76561198143072155,ARNAU VIDAL - EL AZOTE,0.9,16,3.5,626183
1726,76561198151131499,BulGameR,1.3,19,3.6,81835
1727,76561198151893322,Flarich * 1XBET,1.0,22,3.8,414836
1728,76561198156353883,CeRq,0.9,22,2.5,4386574
1729,76561198164402219,High-end,1.0,17,3.4,5936177
1730,76561198169404231,AlberT,0.9,13,2.9,2226412
1731,76561198177728361,SgtMao,1.1,15,3.1,1240809
1732,76561198182462587,k1to,0.9,16,2.9,4739958
1733,76561198253176954,iLLa,0.9,18,3.2,2861983
1734,76561198357112595,Maverick,0.8,16,4.2,3852020
1735,76561197960268122,JZFBEAST,0.7,18,3.5,4012875
1736,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1737,76561197961090996,A$AP Rocky,0.8,17,2.7,1618619
1738,76561197961821345,LinCor,1.3,16,2.6,6890162
1739,76561197962050305,s3mig0d,1.1,17,3.4,5254484
1740,76561197963868767,cthreestar,1.1,19,2.9,3730943
1741,76561197965297222,redla1Nje,1.1,18,3.3,3581487
1742,76561197965899638,n0ztic,1.0,16,2.8,3046986
1743,76561197967747382,people,0.8,17,4.1,7770273
1744,76561197970924071,uio,1.4,16,3.1,2017805
1745,76561197972971414,HUNDEN 2-1,0.9,17,4.0,9188547
1746,76561197977234684,dipparn,1.1,16,3.0,6131774
1747,76561197977845004,the vilga player,0.9,18,3.2,5694032
1748,76561197978153090,subz3ro,1.1,16,3.2,4361856
1749,76561197980936538,RAiLWAY,1.0,16,2.8,3872506
1750,76561197982071216,Don TT,0.8,17,3.0,3746303
1751,76561197984720351,archi,0.9,17,3.4,8948888
1752,76561197987022563,It's my!!!,0.8,18,3.2,8617362
1753,76561197988539104,chrisJ,0.9,18,2.7,7035262
1754,76561197988602311,t3h,1.1,18,3.0,15387355
1755,76561197989686129,ceh9,0.8,14,3.1,2540226
1756,76561197993284269,playmaker,1.0,17,3.2,431051
1757,76561197993511749,spiker,0.8,17,3.5,12190021
1758,76561197994519187,KALASH0NFiRE,1.2,16,2.7,3536345
1759,76561197994780641,cruncher,1.1,16,3.3,3468001
1760,76561197996029790,yan,1.2,14,3.0,2589535
1761,76561197996642918,Ou7bReaK,0.9,15,3.8,6770351
1762,76561197996997916,WorldEdit,1.1,19,2.7,5466148
1763,76561197997247152,igorzavr,0.9,17,3.2,6783750
1764,76561197997935311,ant1ka,1.0,18,2.7,3777718
1765,76561197998034307,El Patron,1.0,16,2.8,4443805
1766,76561197998265728,empitychka,0.9,17,2.0,3527850
1767,76561197998521419,lovzes,1.6,18,3.0,2022964
1768,76561198000191576,vvalter,1.0,18,3.4,3659541
1769,76561198000627248,parti`,0.9,18,3.5,1132153
1770,76561198001776533,@Dead_Angel,1.0,15,3.8,417830
1771,76561198002617703,altt,1.0,15,3.6,459206
1772,76561198003198143,pixel >.<,0.9,16,3.5,4431870
1773,76561198003963074,lamp,1.0,18,3.3,6104831
1774,76561198005351186,malikek,1.1,17,3.2,10339758
1775,76561198006385648,hzoO,1.0,15,2.8,2774250
1776,76561198007178241,General Zod,0.9,16,3.5,5519435
1777,76561198007184371,me gucci me gang,1.6,19,3.1,18587078
1778,76561198008580399,petr1k,0.9,16,3.8,2983154
1779,76561198009209333,grwd,0.9,14,3.0,6212212
1780,76561198009305708,KOMMEHTATOP,0.6,16,4.4,2781642
1781,76561198011984495,648gyp4,1.2,18,3.1,8788609
1782,76561198013596023,Strike,0.9,18,3.6,1433681
1783,76561198013748612,@Casperenush,1.2,18,3.7,312534
1784,76561198014375305,Firefox^AO,0.9,19,3.5,5803207
1785,76561198014856859,fuRy^,0.9,17,3.7,2358822
1786,76561198015700264,non1ck,1.3,15,3.0,3214613
1787,76561198018702343,spat1ch,0.9,17,3.3,3995107
1788,76561198018954227,PROMOTIVE,0.6,16,3.2,1881911
1789,76561198019164024,fuse,1.2,15,2.5,4202861
1790,76561198020163390,zonRRRRR,1.1,16,3.2,8176125
1791,76561198021151093,Crudlayn,1.0,16,1.0,2194837
1792,76561198021930387,5lav. #282 hello,1.3,17,2.9,4866110
1793,76561198024275160,QRUSH twitch.tv/qrushcsgo,1.2,17,3.3,5301368
1794,76561198026741708,Egor1K in army,1.0,21,1.1,4789924
1795,76561198027591734,fAst,1.0,17,3.3,8125244
1796,76561198028200596,Candy,1.0,17,2.7,2678860
1797,76561198028700478,nast1a,0.9,17,3.8,5892842
1798,76561198028763361,moGiljan^_^,0.9,15,2.9,546366
1799,76561198028963711,DeyLo,1.1,16,3.2,1276316
1800,76561198031376179,jul1s,1.2,18,2.9,1998248
1801,76561198031560284,CyberFocus,1.3,21,2.5,4629836
1802,76561198032827560,ty,1.4,20,2.6,5007523
1803,76561198035421622,Varn4tz,1.0,18,3.4,4267399
1804,76561198036125584,MERIODASUU,1.2,20,2.6,6297621
1805,76561198036379725,VandaL,0.8,17,3.7,3887159
1806,76561198036704646,smike,1.0,19,2.7,7398434
1807,76561198038446292,Pancher,1.2,19,4.2,16589502
1808,76561198048098598,kRava/14/,1.0,15,3.5,6212901
1809,76561198051657779,jytti,1.0,16,3.3,4163900
1810,76561198052659634,WarLocK^_^WePlay!,0.9,15,3.6,560928
1811,76561198053473455,gubernatoR,1.0,15,3.3,5193822
1812,76561198053973783,Negativepb,1.2,18,3.0,858841
1813,76561198054293594,Arturka,1.0,16,3.9,3826895
1814,76561198057527046,STEADY,1.0,16,3.1,3245560
1815,76561198059221062,dOBRIY,1.3,18,3.2,11593288
1816,76561198060882753,svyatxd,1.3,21,2.3,2518618
1817,76561198061016267,nyx,0.9,18,3.6,6310099
1818,76561198061137040,DroN,1.1,19,3.1,4799034
1819,76561198063865773,TheSp1ke,1.2,17,3.0,5075289
1820,76561198064288759,123,1.5,19,2.6,3902787
1821,76561198065664416,strangeryar,1.1,18,3.4,274097
1822,76561198070287904,alvenista,1.0,18,4.5,7695659
1823,76561198073436696,infinityNaint,1.0,17,2.9,9643351
1824,76561198073850344,XAKI,1.2,17,3.1,943471
1825,76561198075860815,e1nzel,1.0,17,3.1,4604655
1826,76561198076065148,NatySick yo.,0.8,17,3.7,2257493
1827,76561198076561257,Nitoboss :D <3,0.3,18,10.3,2811131
1828,76561198077127559,VR,1.6,31,3.8,5019829
1829,76561198077751552,-mayers,1.1,16,3.6,2759233
1830,76561198085520210,d1s4tv,1.2,17,3.3,2636840
1831,76561198085649340,!Attack,0.8,14,3.2,2186302
1832,76561198086311581,isk,1.0,18,3.0,4629084
1833,76561198101428909,kiltek,1.1,16,2.8,5210053
1834,76561198110715013,cArsky`st,1.0,15,2.9,1651506
1835,76561198112040433,phise,1.3,18,3.3,2420079
1836,76561198112638809,wrx,1.2,14,3.1,5590696
1837,76561198113583747,CyberForce,1.2,15,2.6,3296980
1838,76561198124069649,utopia,0.7,16,4.3,10130437
1839,76561198127236290,Qik ga kill,1.0,17,3.2,10211804
1840,76561198131105028,h1glaiN,1.1,18,3.0,2853762
1841,76561198132576226,RINCORN,1.2,16,3.3,2464635
1842,76561198133176059,tonysouthpaw,0.9,18,2.8,3169671
1843,76561198139484957,Jerfisa,0.9,15,3.3,1437224
1844,76561198141658100,DENJKEEZOR'666,1.3,17,2.8,2736913
1845,76561198144433423,iris,1.0,15,3.0,1574470
1846,76561198149576633,DannyB,1.6,38,3.2,2248980
1847,76561198151474908,topstop,1.1,15,3.2,5198049
1848,76561198154852640,pxn '666,1.2,16,2.9,3388462
1849,76561198159373977,Papillon,1.2,19,2.5,1916620
1850,76561198159711532,Nothingness #GONINJAS,1.1,17,3.5,2389089
1851,76561198162530758,propleh,1.1,20,3.3,4914029
1852,76561198164614750,RaiS,1.1,16,3.0,2196932
1853,76561198165434506,cyber woman,1.2,17,3.2,1451610
1854,76561198168710993,edyan,0.9,17,2.9,2166183
1855,76561198179583159,a1ek,1.0,18,3.5,1050148
1856,76561198180956505,SHURZZZZZZZZZG,1.1,14,3.0,2392039
1857,76561198181246573,nzt,1.0,18,3.2,1821528
1858,76561198184644113,Artu,1.0,14,3.5,3136132
1859,76561198185902081,Vintric,0.9,17,3.2,1219279
1860,76561198197545337,DianqX,1.3,13,2.9,1033934
1861,76561198203332959,str,1.0,18,3.8,3518813
1862,76561198207684889,Diray,1.1,16,3.1,4038417
1863,76561198208074320,interz,1.3,18,2.8,5759304
1864,76561198209221473,mycloud,1.5,18,3.0,2376759
1865,76561198211599183,Xeon,1.0,15,4.1,131651
1866,76561198213419767,twitch.tv/vol4k #TILT,0.9,18,3.0,2357275
1867,76561198222442504,nzero,1.0,20,3.6,6649311
1868,76561198246966390,dolphin,0.7,16,2.5,2592615
1869,76561198247119344,BaideX,0.9,16,3.1,5054803
1870,76561198258225965,Naiter-,1.2,16,2.5,2602012
1871,76561198258469162,Lui,1.0,16,2.9,3004642
1872,76561198262664149,C Jl 1 |`| E P,1.2,16,2.8,2802546
1873,76561198273317730,betr,1.1,17,3.0,2194053
1874,76561198282911100,Torpedosik,0.9,13,3.3,531206
1875,76561198283152112,INCOLENZEN,1.2,17,3.3,745633
1876,76561198286216933,PSYCHO,0.9,14,3.1,1475885
1877,76561198370425384,BRONIK,0.9,17,3.4,2407960
1878,76561198392678487,14 years and the end of my mind,0.9,14,3.2,1123603
1879,76561197960499780,TasmanianDevil,1.0,18,2.8,14853881
1880,76561197961829243,Rannar,2.1,22,2.6,111913
1881,76561197962054717,Cyberfeline,1.1,13,2.6,2186569
1882,76561197963717402,soulerN,8.1,3,1.3,52755353
1883,76561197964331741,KngLuis,1.1,16,3.3,707501
1884,76561197969404225,fastR,1.1,18,3.6,718851
1885,76561197978029441,deKa,1.2,16,3.2,6213237
1886,76561197979156306,DrunKin,0.8,16,3.5,1191465
1887,76561197980140143,myR|DeZaXaT #VIE.GG,1.3,17,3.2,2723208
1888,76561197981355847,BTN,1.2,15,3.0,5118113
