,steamid,name,kdr,accuracy,htk,shotsfired
481,76561198156702921,no1qee,0.9,15,3.5,3134670
482,76561198283452667,jordaN,1.1,17,2.8,1530545
483,76561198870011657,spoonlae moonlae,1.3,15,2.7,27256
484,76561197960284752,brax,0.9,17,3.4,13412338
485,76561197960301489,Maniac,1.2,19,3.3,9020754
486,76561197960330897,S U P R E M E -_-,1.1,18,2.6,2717965
487,76561197960499780,TasmanianDevil,1.0,18,2.8,14853324
488,76561197961010844,adr3naliN,1.0,18,4.1,1817001
489,76561197961358863,Goblin,1.2,15,3.0,5400213
490,76561197961924318,ShazZ.kL,1.2,16,3.1,2297251
491,76561197961960468,G1Z,1.5,20,2.7,1652110
492,76561197964426959,minet [inactive 2 weeks],1.2,2,1.7,891859
493,76561197969212242,bebe,0.9,18,3.9,4651811
494,76561197970838518,Relyks,1.0,19,2.9,6033967
495,76561197971446063,smurfrow,1.0,17,3.7,2447891
496,76561197971660157,OverwatchBeast,1.1,17,3.3,390710
497,76561197972810780,tolkienface,1.2,19,3.9,593010
498,76561197977234684,dipparn,1.1,16,3.0,6131774
499,76561197977719149,jenya2h,1.1,15,3.4,2926995
500,76561197978169057,udrizw0w,0.9,15,3.0,6290577
501,76561197982506421,kustoM,1.6,18,3.0,6297884
502,76561197983031494,felps,1.3,17,3.6,10365908
503,76561197983220487,lostwo1f,1.7,17,3.1,3048804
504,76561197984066578,BeetleBailey,1.0,16,3.7,933440
505,76561197986907440,PuFFy,1.2,18,3.0,3110980
506,76561197987022563,It's my!!!,0.8,18,3.2,8617362
507,76561197988398926,w4ste,1.0,18,3.4,539601
508,76561197988539104,chrisJ,0.9,18,2.7,7034972
509,76561197989620454,minise^,1.1,15,2.6,7392227
510,76561197992995849,kanii,1.2,15,3.2,4014580
511,76561197993121846,spoof,1.3,20,3.0,2348257
512,76561197993671332,Anthrax,1.2,17,3.9,389285
513,76561197993995860,flasha,0.9,18,3.6,6550702
514,76561197995658520,The Divine Master Of The Unknown,1.1,18,2.9,8522519
515,76561197998197366,mopoz,1.4,21,2.9,4282740
516,76561197999511289,"thalia, guardian of thraben",1.3,17,3.3,535914
517,76561197999522041,robben -K-,1.1,13,3.3,4421805
518,76561198000441977,proutounz,1.7,19,2.9,1984985
519,76561198001270892,jOELZ-TNT-,1.5,16,2.7,7174465
520,76561198006605698,n0way_monkey,1.2,15,3.0,2858498
521,76561198007542410,NG2FGYi,1.2,18,2.8,4718527
522,76561198008246006,Have you seen my new video?,0.8,17,3.0,988603
523,76561198012299323,SKYTTEN,1.5,17,2.8,12796552
524,76561198015451950,kinetic1g,1.1,17,3.3,544472
525,76561198015489383,ReaperGP|twitch.tv/reapergp2,1.1,21,3.4,1878198
526,76561198016856336,eN. Prokill,1.0,15,4.7,10274
527,76561198017015164,AcilioN,1.0,22,3.8,226797
528,76561198019305432,dank,0.7,11,3.5,625763
529,76561198019882663,TrueF!re,0.9,17,3.6,1592584
530,76561198024653995,BLU3,1.1,18,3.0,701292
531,76561198026858451,AiyvaN * 1XBET,1.0,18,3.1,8134615
532,76561198029404291,Lichl0rd,1.2,16,3.4,5326182
533,76561198034608917,Consp1racy,1.5,17,3.3,2013274
534,76561198037812456,ddddddddddd,1.1,14,2.6,8716716
535,76561198043293240,panicw0w,0.9,15,3.2,2041758
536,76561198044411076,albert,1.0,14,2.9,3418933
537,76561198044750670,pnd,0.9,17,3.5,4423629
538,76561198044976709,AcidTone,1.2,18,2.2,5011487
539,76561198046333848,SaVaGe,1.0,17,3.2,3601175
540,76561198055449319,24/7 lag ty telkom )),0.9,15,3.1,1320879
541,76561198055604641,666666,1.0,18,2.9,4934942
542,76561198064647600,@ReCo1Lza,1.1,16,2.9,667101
543,76561198064727446,lmaohowzit,1.1,16,3.1,1840812
544,76561198067741647,CatFaKezZ,1.3,17,2.7,2998522
545,76561198068180717,LongLiveAlex,1.2,14,3.4,732453
546,76561198073059786,sYnaPs^,1.5,18,2.8,4188751
547,76561198074778613,ShowLight,1.0,13,3.4,1227204
548,76561198076097052,Tiaantjie<3,1.2,15,3.0,4839883
549,76561198076144242,zipzipza BDP,0.9,17,3.5,5574897
550,76561198078436365,darks,1.2,17,3.1,2952498
551,76561198078858471,LiNuX,1.1,16,3.0,2923359
552,76561198079111822,dL,1.5,17,2.9,3591165
553,76561198081834974,dron0,1.1,17,2.8,2798917
554,76561198092426577,Ruben -iwnl-,1.1,17,3.0,3135886
555,76561198094219557,krii_b,1.0,19,3.5,7587860
556,76561198097354461,Alpha,0.8,17,3.3,3027641
557,76561198104605680,Enigma,1.0,15,3.3,3384819
558,76561198107154909,AriaN2019,1.4,18,1.3,3696461
559,76561198119398253,pauLo,1.6,17,2.6,2626494
560,76561198125691451,Aramoosh,0.9,16,3.2,1530027
561,76561198126105865,stylez,1.4,17,2.8,3191735
562,76561198132868119,dyvo,1.1,19,3.2,4225227
563,76561198135909829,blazed,1.0,15,2.9,3021946
564,76561198138402561,SicK,1.0,14,3.1,3361744
565,76561198141759568,Fadey,1.5,19,3.0,6892014
566,76561198142782390,fekwene,1.2,18,3.0,1907833
567,76561198143694974,mxngo,1.4,19,2.7,1367909
568,76561198144175010,LogiCs,1.1,14,0.4,1621162
569,76561198144878889,pEx,1.0,17,2.9,1669194
570,76561198151621940,junuz,1.0,15,3.1,2086621
571,76561198161254136,cranKyy--,1.1,16,2.9,2610365
572,76561198169967583,youtube.com/officialblazE,1.3,17,2.9,4213805
573,76561198179361135,Nexus,0.9,16,3.3,4394354
574,76561198219935621,logi,1.2,17,1.9,2193302
575,76561198231480708,spray,0.9,17,3.3,5020312
576,76561198258142916,MrSwindoll,1.0,15,2.8,1195812
577,76561198283140993,Twitch.tv/rizegmes,1.0,16,3.1,1370653
578,76561198284009085,BOT.KythozZzZz,0.8,16,3.3,2218404
579,76561198306519263,floppie,1.1,19,3.5,4868003
580,76561198315819909,Complex,1.2,15,3.0,1381219
581,76561198340567046,Rig,1.1,17,3.2,1244701
582,76561198350722167,Lucy,0.8,17,3.9,815201
583,76561198378902831,speeD,1.0,15,3.3,1376347
584,76561198401311502,flixje,0.8,16,3.0,888555
585,76561198805188342,m3gzz,1.1,18,3.3,481488
586,76561198870011657,spoonlae moonlae,1.3,15,2.7,27256
587,76561197960337622,pitrek,1.0,18,3.0,1512889
588,76561197960475390,kemo,1.9,25,2.9,440065
589,76561197960499780,TasmanianDevil,1.0,18,2.8,14853324
590,76561197960661045,Elwood Blues,1.0,19,3.2,579816
591,76561197961183087,elber,1.1,19,3.4,1449627
592,76561197961649142,lottinw-,4.1,26,2.2,1062914
593,76561197961656229,friskensen world.exe,1.2,16,2.6,3628251
594,76561197961980258,diamon,1.4,20,3.1,3035571
595,76561197962959954,prawus,0.9,16,3.4,3084035
596,76561197963030306,rogal,1.1,13,2.5,1714768
597,76561197964401351,dreamy,1.3,13,3.3,2699431
598,76561197968740429,bdn,1.0,14,3.0,1537402
599,76561197969238030,pAnes,0.9,17,3.2,160382
600,76561197970178695,bialy,1.1,15,3.0,1185635
601,76561197976620658,OLD STARS ARE GONE,1.0,17,3.3,5327812
602,76561197979789134,DZOLERO,0.9,15,3.5,2157651
603,76561197980031011,kaskolap d8),1.2,17,3.2,7539167
604,76561197981266138,hai,1.0,13,3.5,1075891
605,76561197986314549,ALEXBOSKI,1.1,15,3.4,3445470
606,76561197986912757,kari555,1.0,18,3.5,2081217
607,76561197987641887,Camel,1.4,15,3.0,2812794
608,76561197987737955,element,1.6,22,3.2,554418
609,76561197989418194,D3x[tt],1.1,18,3.9,4812499
610,76561197989620454,minise^,1.1,15,2.6,7392227
611,76561197990153453,MichU[jz],0.8,11,2.0,1344489
612,76561197990158194,mkzishhhhh,1.7,19,3.2,887870
613,76561197990182479,THORO/>,1.5,18,3.3,2303260
614,76561197992360805,req,1.1,15,3.2,1233357
615,76561197992452562,jox,0.9,17,3.5,2184378
616,76561197992858143,maxiu,1.1,17,2.9,2694366
617,76561197993423506,n1nja,1.1,13,2.6,2264324
618,76561197994264721,kAM1*,1.2,17,3.0,3813722
619,76561197994306821,siup,1.0,16,2.7,1621132
620,76561197995399197,twitch.tv/syaaa,0.8,14,3.9,3931334
621,76561197995553811,Flor3k.,1.1,16,3.0,475064
622,76561197996827048,Mrkoks,1.3,16,3.7,1074880
623,76561197999597092,no gamdom.com,1.2,16,3.0,1953388
624,76561198000184239,Pindolek,1.5,14,3.5,3788492
625,76561198000375127,B.ver,0.7,15,4.4,100068
626,76561198000553956,~` RAVVVVVV,0.9,17,4.1,6375199
627,76561198002067851,zmx$_______$,1.0,17,3.5,1562763
628,76561198002203902,xiao,1.3,17,3.1,4571397
629,76561198010436921,hybbb,1.0,14,3.4,3523877
630,76561198011402763,set1ng,1.0,18,1.8,335043
631,76561198012981795,sanT-,1.0,17,3.4,3559232
632,76561198013324500,MorfuSa Star,1.4,17,3.4,1101388
633,76561198013611147,Tony,1.0,20,1.2,212793
634,76561198016367524,nek,1.2,19,3.3,1782624
635,76561198018896687,d0gi,1.0,19,3.1,1413895
636,76561198021086145,avis,1.0,18,2.9,3183102
637,76561198021291159,Destroyer0fDreams,0.7,17,3.2,3296590
638,76561198057116784,NorM3rT,1.0,16,3.3,2229482
639,76561198057514374,MaKu,1.1,15,3.1,1140327
640,76561198069486868,sir johnyxno rawr!,1.1,12,3.7,1748957
641,76561198093120315,XeriN,1.3,19,3.8,1513745
642,76561198118959131,Altec,1.2,15,3.1,1012062
643,76561198120442507,debson,1.2,18,3.1,2526721
644,76561198149730343,Blocked,1.6,15,3.1,2233980
645,76561198150273612,pidgeon,2.1,19,3.0,416676
646,76561198155473219,CyCu,0.9,15,3.3,4195199
647,76561198155875402,nejvi,0.9,13,3.2,1211964
648,76561198163644385,Balu nakurwiator,1.1,14,3.3,1061692
649,76561198183349191,rAjzerw0w,1.3,15,2.6,2071280
650,76561198193965117,pattelele,1.1,16,3.2,808714
651,76561198199102301,ZeeK,1.1,16,3.3,1434432
652,76561198200021566,rocket league master,1.0,13,3.1,1879487
653,76561198200528830,kub,0.9,15,3.2,3451772
654,76561198202517421,baRman,1.0,16,3.1,669207
655,76561198202994967,KOpi,1.0,19,3.0,1690826
656,76561198203006184,PutinSon[RU],1.1,17,3.2,360076
657,76561198246379322,KRISEK,1.2,17,3.0,2490754
658,76561198246593702,Kitan =D,1.0,16,3.4,1692151
659,76561198378308018,Jan Trzepikot,1.3,17,3.7,75412
660,76561197960268122,JZFBEAST,0.7,18,3.5,4012875
661,76561197960269994,Secret Agent,1.1,16,3.4,3601091
662,76561197960276407,djibouti,1.1,12,3.1,121974
663,76561197960284752,brax,0.9,17,3.4,13412338
664,76561197960290668,natu,1.0,16,3.7,4613161
665,76561197960369648,JALLUCOCO,1.0,16,3.0,5173846
666,76561197960383236,toNppa,1.0,15,3.8,694405
667,76561197960499780,TasmanianDevil,1.0,18,2.8,14853324
668,76561197960677505,arya,1.0,15,3.2,3586561
669,76561197960755686,twirl - HLTV.org,1.3,17,2.8,3080484
670,76561197960971451,Sokea,0.9,16,4.1,6440004
671,76561197961021014,n0thing,0.9,15,3.4,5150645
672,76561197963335479,KHRN,1.3,17,2.7,7321819
673,76561197970141954,BERRY * NOCCO,0.9,17,3.4,8057432
674,76561197971492093,TANELi,1.2,15,3.4,3257907
675,76561197973096569,jussi,1.3,17,3.0,3497238
676,76561197975308947,a2z,1.1,17,3.6,9691810
677,76561197978481975,t4r1k,1.1,17,3.1,5948702
678,76561197983332983,mika,1.1,14,2.8,12419564
679,76561197986831501,xartE,1.3,17,2.9,8896439
680,76561197989686129,ceh9,0.8,14,3.1,2540226
681,76561197990016091,tOZ,1.3,14,3.2,1056941
682,76561197993237060,tomskub,1.2,18,2.8,4430231
683,76561198001270892,jOELZ-TNT-,1.5,16,2.7,7174465
684,76561198004383362,MUUM1,0.9,14,3.4,2185156
685,76561198013243326,Aleksibb,1.1,16,3.1,3941863
686,76561198017671061,suNny,1.2,18,2.9,12405472
687,76561198018008308,AWPimp - Twitch.tv/PimpCSGO,1.3,19,3.2,8759283
688,76561198077978905,KiSSiGAN,1.1,14,3.5,5825869
689,76561198149420275,tonza-,0.8,17,2.9,841612
690,76561198269426310,Max_220W cs.money bitskins.com,1.0,13,3.5,805569
691,76561198848140623,Leicer~~,0.7,14,3.7,133783
692,76561197960279034,Bohemian Rapsodi,0.9,15,3.1,4765809
693,76561197960352570,tow b,0.9,17,2.9,5567280
694,76561197960499780,TasmanianDevil,1.0,18,2.8,14853324
695,76561197960533139,PRIOR,1.1,16,2.9,955389
696,76561197960848315,neeVe,1.3,18,2.9,1912136
697,76561197961358863,Goblin,1.2,15,3.0,5400213
698,76561197961710726,r1,1.2,16,2.6,922681
699,76561197961927834,Egor K.,1.0,17,3.6,6706123
700,76561197965148524,B E A S T,3.5,20,2.1,3070099
701,76561197976393269,kaze`,2.0,19,2.7,4910531
702,76561197977234684,dipparn,1.1,16,3.0,6131774
703,76561197977845004,the vilga player,0.9,18,3.2,5691955
704,76561197978469329,supersoft swap.gg,0.9,17,2.7,758157
705,76561197979887383,slap,1.2,18,2.7,4403963
706,76561197980235842,gIOVANI,1.1,18,2.9,302537
707,76561197980936538,RAiLWAY,1.0,16,2.8,3872506
708,76561197984720351,archi,0.9,17,3.4,8948368
709,76561197986750358,kAliNkA,0.9,18,3.3,7066985
710,76561197988539104,chrisJ,0.9,18,2.7,7034972
711,76561197990400956,cheti,1.1,18,3.0,7187129
712,76561197993899379,Flip1,1.2,18,3.0,5309389
713,76561197993995860,flasha,0.9,18,3.6,6550702
714,76561197994016661,benq1aw,0.9,16,3.5,3591721
715,76561197996997916,WorldEdit,1.1,19,2.7,5466148
716,76561197999317704,black rose dying,1.1,18,3.2,1249387
717,76561198002066026,EnzoPoz,1.1,16,3.6,3053977
718,76561198002287095,HOLDYOURBREATH,1.1,16,1.1,1679340
719,76561198003963074,lamp,1.0,18,3.3,6104831
720,76561198004838247,kqc3x,1.0,17,3.1,3218830
721,76561198007178241,General Zod,0.9,16,3.5,5519138
722,76561198007542410,NG2FGYi,1.2,18,2.8,4718527
723,76561198010470528,6416194,1.2,17,3.2,5791079
724,76561198010583833,synd Sb,0.9,14,3.1,8936156
725,76561198011967252,Fluff #$Bunny,1.1,19,2.9,2095976
726,76561198012944495,omae wa mou shindeiru,1.2,17,2.6,5160259
727,76561198014204855,xoinzhoo,1.2,17,2.6,8462221
728,76561198014856859,fuRy^,0.9,17,3.7,2358822
729,76561198018702343,spat1ch,0.9,17,3.3,3995107
730,76561198020163390,zonRRRRR,1.1,16,3.2,8176125
731,76561198023040427,SiCK-NeRd-BaLleR,1.0,14,3.7,10162195
732,76561198025532625,kat99999,0.8,17,3.4,3400541
733,76561198027591734,fAst,1.0,17,3.3,8125244
734,76561198028200596,Candy,1.0,17,2.7,2677979
735,76561198028700478,nast1a,0.9,17,3.8,5892842
736,76561198030323900,pNshr-YNWA-,1.0,18,3.9,9475875
737,76561198031549376,rezex,1.3,19,3.2,3954879
738,76561198032800568,TORAS,0.9,13,3.4,5813475
739,76561198032847030,JANAVARRR,1.4,14,3.1,2278805
740,76561198036704646,smike,1.0,19,2.7,7398144
741,76561198037859678,millerosha,1.0,19,2.7,759921
742,76561198040194649,speed4k,0.8,19,3.3,2063381
743,76561198040511431,Amph1,0.8,16,3.3,936302
744,76561198048266764,Player,1.2,20,3.9,10918645
745,76561198049301140,illu,1.0,17,3.6,6652961
746,76561198052876821,SMURF MNE POX,1.5,16,2.6,216555
747,76561198055604641,666666,1.0,18,2.9,4934942
748,76561198064159181,airscape13 hAhA ;c,1.1,16,3.0,4581786
749,76561198065511704,flaMe-,1.0,19,3.4,7622940
750,76561198067937899,1,1.4,16,3.1,14022420
751,76561198069763254,spaze ;D,1.0,17,3.4,11966103
752,76561198074762801,m0NESY /A/,1.3,17,2.6,3124001
753,76561198075489161,El Principal,1.0,17,2.9,3543058
754,76561198082858436,AAAAAAAAAAAAASSSSSSSSSSS,1.3,18,3.1,470243
755,76561198083485506,woxic,1.1,16,2.7,4253099
756,76561198094197893,heyz1ng&finchikkkkkkkkk,1.1,16,3.4,3534455
757,76561198107154909,AriaN2019,1.4,18,1.3,3696461
758,76561198109671964,raideRRR,1.0,16,3.3,5654567
759,76561198118263975,dirty,1.1,15,3.0,1624324
760,76561198119648519,kolor,0.8,26,3.0,1232306
761,76561198138402561,SicK,1.0,14,3.1,3361744
762,76561198165333941,ma11yx,1.1,16,3.0,3123639
763,76561198170419997,Vizible,0.9,16,3.4,5803166
764,76561198186361079,FinigaN,1.0,16,3.2,3400979
765,76561198198492702,OxxolinE,1.0,17,2.7,2745898
766,76561198203564160,gera,1.1,18,3.4,4913435
767,76561198253176954,iLLa,0.9,18,3.2,2861983
768,76561198331296557,hopp <?,1.0,16,3.0,703115
769,76561198388868195,Chloe Price,1.0,18,3.4,2184072
770,76561198401311502,flixje,0.8,16,3.0,888555
771,76561198799340122,degster,1.0,23,2.8,323688
772,76561197960278060,oxey,1.1,15,3.0,2378842
773,76561197960284752,brax,0.9,17,3.4,13412338
774,76561197960499780,TasmanianDevil,1.0,18,2.8,14853324
775,76561197960709882,nameci,1.0,14,3.6,3465894
776,76561197961021014,n0thing,0.9,15,3.4,5150645
777,76561197961358863,Goblin,1.2,15,3.0,5400213
778,76561197962315804,Z O N E,0.7,19,3.4,523838
779,76561197962325400,Yeahhh Aighhht,1.7,18,3.1,3194914
780,76561197964467535,Willy Pike,1.2,15,2.7,1664775
781,76561197967257452,shAdz^_^,1.2,17,3.4,1793806
782,76561197970838518,Relyks,1.0,19,2.9,6033967
783,76561197975996546,s 9 b 9,1.2,19,3.3,5764430
784,76561197976724854,deoxiDE,2.0,19,2.6,1985986
785,76561197983400085,XRP,1.4,16,3.7,1622222
786,76561197987290790,The Ultracheese,1.2,16,3.2,4297378
787,76561197988539104,chrisJ,0.9,18,2.7,7034972
788,76561197990491134,WARDELL.0608,1.1,18,2.6,4873238
789,76561197990815110,Nerox[f],0.9,18,3.8,4399671
790,76561197991272318,ropz,1.0,24,3.2,2231594
791,76561197998347284,Mangy,1.1,19,3.5,1639419
792,76561198000827804,mir,1.0,17,2.6,10921980
793,76561198002708642,jod,1.3,15,2.8,7919728
794,76561198012944495,omae wa mou shindeiru,1.2,17,2.6,5160259
795,76561198017578295,pyth =DD,1.2,15,2.7,7914056
796,76561198032754235,m1z,0.8,13,3.4,32640
797,76561198033141686,aurorayaaay,0.7,16,3.6,4106845
798,76561198054870849,curly fries,1.0,18,3.3,6732270
799,76561198076775225,majken,1.2,15,2.9,6398830
800,76561198077920661,yes,1.1,17,3.1,5429194
801,76561198079604831,daprrr,1.0,15,3.4,7131664
802,76561198083485506,woxic,1.1,16,2.7,4253099
803,76561198091571276,erkaSt,1.1,18,3.9,10900672
804,76561198098421988,obo,1.1,16,2.8,1582010
805,76561198131134848,WOOOOOOOOO,0.9,17,3.9,11793403
806,76561198144343189,nat,0.9,16,3.0,1546958
807,76561198152285360,Guatemala,1.1,17,3.3,4137887
808,76561198156353883,CeRq,0.9,22,2.5,4386574
809,76561198183939702,epooo,0.8,17,3.6,2930521
810,76561198215214621,shipz[:> VBet.com,0.9,21,3.2,261040
811,76561198241149078,laughing~,1.1,16,3.0,689706
812,76561197960319527,Aika,1.3,25,3.3,12852201
813,76561197960352570,tow b,0.9,17,2.9,5567280
814,76561197960356678,crtmN,0.8,15,3.6,114880
815,76561197960379302,redson,3.5,18,3.1,2043495
816,76561197960499780,TasmanianDevil,1.0,18,2.8,14853324
817,76561197960601036,luosrevo,1.5,15,2.4,4197187
818,76561197961070821,KiTTy-KaT <3 W,1.1,19,3.0,4870816
819,76561197961141188,TONI_SOSA,1.4,16,2.5,3271893
820,76561197962228941,enkay J,1.2,17,3.0,5974118
821,76561197963682761,HS,1.1,15,3.1,6140202
822,76561197964458098,MoRs.na,1.0,16,3.3,3734992
823,76561197964764549,rdl-- ;E,1.0,15,3.1,1838061
824,76561197967444921,Lunatic,1.0,16,3.4,488526
825,76561197972971414,HUNDEN 2-1,0.9,17,4.0,9188547
826,76561197973392984,crisby,1.0,17,3.2,6053905
827,76561197977734419,r0bs3n,1.1,16,3.5,8061225
828,76561197978153090,subz3ro,1.1,16,3.2,4361856
829,76561197979192443,Memo,0.9,16,2.9,2420555
830,76561197979912753,rAx,0.9,15,2.7,3498701
831,76561197984197007,dOk,1.1,15,2.9,2026709
832,76561197987093287,JeNnY,1.2,18,2.8,1195370
833,76561197987947343,!RuNNeR,1.3,21,2.4,3522477
834,76561197988539104,chrisJ,0.9,18,2.7,7034972
835,76561197988628603,Fredsmager,1.0,17,3.8,5551773
836,76561197992758727,Cykaboy,1.3,16,3.4,2012648
837,76561197994584581,hooki-,0.8,15,2.6,4016602
838,76561197997370500,raccoon.,1.3,18,3.2,2114765
839,76561197997537943,alexdoesthings,1.1,15,3.5,1711695
840,76561197999962386,TAiNE :],1.2,18,3.2,1353904
841,76561198003463141,Scars,1.1,17,3.8,1259557
842,76561198007184371,me gucci me gang,1.6,19,3.1,18584275
843,76561198009299761,.raziel,1.4,14,2.6,3242950
844,76561198015425095,Trommler,1.3,19,2.9,686093
845,76561198017015164,AcilioN,1.0,22,3.8,226797
846,76561198017578295,pyth =DD,1.2,15,2.7,7914056
847,76561198017671061,suNny,1.2,18,2.9,12405472
848,76561198018008308,AWPimp - Twitch.tv/PimpCSGO,1.3,19,3.2,8759283
849,76561198018474860,maRky,1.2,16,2.8,8328101
850,76561198018566698,[k]KRybeN* esportal.de,1.2,16,2.2,3264431
851,76561198020418216,pZ,1.5,18,3.0,4483666
852,76561198021323440,TrilluXe,1.0,21,2.2,1376945
853,76561198024326283,denzel,0.9,17,3.4,2300406
854,76561198030562925,darkz,0.8,21,4.4,2026111
855,76561198033141686,aurorayaaay,0.7,16,3.6,4106845
856,76561198033719320,massasucks,1.0,16,3.3,4452442
857,76561198036987787,nookyyy,1.2,17,2.7,4813232
858,76561198041490927,Zescht,1.1,17,3.5,2058388
859,76561198044145959,xMayaDucasse,1.1,17,2.9,2366410
860,76561198044685790,Meggi,0.8,16,3.7,3807930
861,76561198050286368,Astinox,0.9,14,3.7,2460629
862,76561198054769694,pat,0.8,16,3.9,2173820
863,76561198056039986,Anhuin,1.2,18,3.4,4185230
864,76561198064353169,slaxz-,1.1,18,2.7,3765735
865,76561198071187674,Swanii,0.8,16,3.4,1765290
866,76561198072530779,Knopk@,0.9,15,2.5,3675839
867,76561198074221798,der_metzger,1.1,15,4.0,3531051
868,76561198076371333,Josh. B.  -#,1.0,15,3.4,3474578
869,76561198080955831,TryhardLaura,0.9,18,3.4,1162585
870,76561198083060265,HiNoTatsu,1.3,18,3.6,1254408
871,76561198087893372,w1zard,1.3,15,3.2,3717617
872,76561198088972810,Feelin,0.9,14,3.5,1250183
873,76561198101915120,parma,0.9,17,3.7,2323719
874,76561198108035086,MeeDeN,1.0,14,3.0,3378039
875,76561198115853299,SmashLunatic,0.8,18,4.2,1302129
876,76561198116324910,Dathrix,1.4,20,2.4,1935760
877,76561198118744371,merca,1.2,18,2.9,3312938
878,76561198119098292,CRUC1AL,1.2,18,2.5,3343864
879,76561198127439015,xenn,1.0,17,3.2,7823845
880,76561198144245969,mirbit,1.1,17,3.0,5294400
881,76561198146962661,DaZFPS,1.3,16,2.9,448982
882,76561198150530318,aliasGisela,0.9,17,3.5,1662528
883,76561198152081077,.davvv1dJESUS lft,0.9,15,2.9,2708801
884,76561198161394605,Dodo 2/3,0.8,15,3.4,4087346
885,76561198161880087,SolEk,1.1,17,3.0,3351456
886,76561198162381475,paul2k,0.8,14,3.3,4675295
887,76561198164807385,devraNNOOO,1.0,16,2.6,4966743
888,76561198164926020,red :>,1.1,15,3.2,4860179
889,76561198169406931,headon,1.1,19,3.1,3876630
890,76561198170631091,Krimbo,1.1,16,2.9,5708589
891,76561198172837021,rigoN,1.2,19,2.7,2911653
892,76561198179724002,evi;,0.9,17,3.8,1949541
893,76561198182462587,k1to,0.9,16,2.9,4739622
894,76561198187214874,DickerTyp,0.7,18,3.5,820094
895,76561198192887714,SYNCD,1.3,17,3.1,3501361
896,76561198208433816,^ROMAN R.,1.2,20,3.3,1274530
897,76561198274729479,Goddess Khaleesi,0.5,15,4.3,501874
898,76561198303730857,Deathproof,0.9,14,3.0,453709
899,76561198353541394,BIG Jamesy,1.2,16,2.5,419213
900,76561197960290668,natu,1.0,16,3.7,4613161
901,76561197960301489,Maniac,1.2,19,3.3,9020754
902,76561197960352570,tow b,0.9,17,2.9,5567280
903,76561197960499780,TasmanianDevil,1.0,18,2.8,14853324
904,76561197962307619,muffeb,1.4,17,3.0,2348299
905,76561197962959954,prawus,0.9,16,3.4,3084035
906,76561197963682761,HS,1.1,15,3.1,6140202
907,76561197964733637,RABARRBARRR[M],0.9,18,3.7,1403614
908,76561197964757026,tets,1.2,18,2.3,1606846
909,76561197965743043,blackpoisoN,1.5,19,2.7,5334296
910,76561197968362117,LEGENDIC,1.4,16,2.7,4887081
911,76561197968740429,bdn,1.0,14,3.0,1537402
912,76561197973392984,crisby,1.0,17,3.2,6053905
913,76561197973823676,saju,1.0,16,3.0,5034620
914,76561197976574229,zehn-f-,1.3,19,3.2,4156033
915,76561197977234684,dipparn,1.1,16,3.0,6131774
916,76561197977831282,LENZ,0.9,16,3.7,839138
917,76561197978354018,p1xa't0x1cfucker,1.1,19,3.0,4142726
918,76561197979789134,DZOLERO,0.9,15,3.5,2157651
919,76561197983031494,felps,1.3,17,3.6,10365908
920,76561197984720351,archi,0.9,17,3.4,8948368
921,76561197987399841,glace,1.1,19,3.3,3814760
922,76561197988546960,PAGO cs.money,1.1,16,3.0,6227620
923,76561197989620454,minise^,1.1,15,2.6,7392227
924,76561197990158194,mkzishhhhh,1.7,19,3.2,887870
925,76561197990182479,THORO/>,1.5,18,3.3,2303260
926,76561197990400956,cheti,1.1,18,3.0,7187129
927,76561197991011363,madjicK DawN,0.3,24,3.2,1439817
928,76561197991272318,ropz,1.0,24,3.2,2231594
929,76561197993237060,tomskub,1.2,18,2.8,4430231
930,76561197993995860,flasha,0.9,18,3.6,6550702
931,76561197995875352,ToM223,1.2,14,2.7,6980316
932,76561197996653886,nie wychodze z dychy,1.0,17,3.6,2382959
933,76561197996997916,WorldEdit,1.1,19,2.7,5466148
934,76561197998291996,SHEEKEY,1.0,13,3.1,3956681
935,76561197999449147,KrieppeN,1.3,18,2.8,2290268
936,76561198001109552,kaper,1.1,17,3.1,4911651
937,76561198001190139,insidzior,1.0,16,3.6,8016844
938,76561198001596252,IncogNa2,1.2,19,2.5,4384006
939,76561198001694432,LoCo-,1.0,16,3.2,5676523
940,76561198001992508,Matmanek,0.9,15,3.6,2908067
941,76561198002360259,bes,1.0,28,2.3,701251
942,76561198002708642,jod,1.3,15,2.8,7919728
943,76561198003289342,fullspeed`,1.2,15,2.6,6957124
944,76561198004284563,Shaabi,0.7,16,3.6,1451892
945,76561198005596755,fREDI,1.5,15,2.7,6161206
946,76561198007178241,General Zod,0.9,16,3.5,5519373
947,76561198007184371,me gucci me gang,1.6,19,3.1,18584275
948,76561198009110458,Alex1ne,0.6,18,3.2,1863839
949,76561198012299323,SKYTTEN,1.5,17,2.8,12796552
950,76561198013603966,starix,0.9,18,3.6,6941408
951,76561198014204855,xoinzhoo,1.2,17,2.6,8462221
952,76561198014856859,fuRy^,0.9,17,3.7,2358822
953,76561198016026478,SprinTnt,1.0,18,3.2,2370596
954,76561198016219606,KubiK,1.1,18,3.2,7439931
955,76561198016432560,mantuu,1.0,19,3.2,6224800
956,76561198016529232,deozJO,1.2,19,1.7,7050624
957,76561198016584803,Aden10,1.0,15,3.1,3636492
958,76561198017015164,AcilioN,1.0,22,3.8,226797
